,Intercept,diet[T.NC],mz,rt,nearest_distance,scan,Adduct,CAS_Number,Charge,Compound_Name,Compound_Source,Data_Collector,ExactMass,FileScanUniqueID,INCHI,INCHI_AUX,Instrument,IonMode,Ion_Source,LibMZ,LibraryName,LibraryQualityString,Library_Class,MQScore,MZErrorPPM,MassDiff,NumberHits,Organism,PI,Precursor_MZ,Pubmed_ID,RT_Query,SharedPeaks,Smiles,SpecCharge,SpecMZ,SpectrumFile,SpectrumID,TIC_Query,UpdateWorkflowName,tags,internalFilename,compound_type,manual_annotation,mz_diff,rt_diff,document,motif,probability,overlap,precursor.mass,retention.time,document.annotation,urine_mass2motif_78.m2m http://ms2lda.org/motifdb/motif/150868 Betaine related,euphorbia_motif_350.m2m http://ms2lda.org/motifdb/motif/151080 Import motif,motif_474,motif_418,euphorbia_motif_18.m2m http://ms2lda.org/motifdb/motif/151137 m/z 203 189,motif_313,motif_449,motif_400,motif_543,motif_478,motif_338,gnps_motif_43.m2m http://ms2lda.org/motifdb/motif/151021 Water loss - indicative of a free hydroxyl group – (in beer often seen in sugary structures),motif_388,motif_306,gnps_motif_38.m2m http://ms2lda.org/motifdb/motif/151045 Loss of CH2O2 - indicative for underivatized carboxilic acid group,motif_559,motif_451,motif_443,motif_469
415.319763447003_6.93700150793651,1.4480543698608592,-0.5065905364230119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
414.268882261313_6.23779069105691,2.0798459615051463,-0.2249020846560441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
353.26783866361_8.59291256704981,3.1438291634857367,-0.06876485664395915,353.26783866361,515.5747540229886,10.373754024243215,1236.0,M+H,18465991,1.0,"Spectral Match to Monolinolenin (9c,12c,15c) from NIST14",Isolated,Data deposited by amelnik,0.0,spectra/specs_ms.pklbin1236,,,HCD,Positive,ESI,353.26800000000003,lib-00024.mgf,Bronze,3.0,0.843734,2.85075,0.00100708,1.0,GNPS-NIST14-MATCHES,Data from Rob Knight ,353.26800000000003,,505.20099999999996,10.0,,0.0,353.269,specs_ms.pklbin,CCMSLIB00003134963,167486.0,UPDATE-SINGLE-ANNOTATED-BRONZE, ,specs_ms.pklbin,,,0.00016133639002191558,-10.373754022988635,1236.0,"motif_338,motif_322","0.2756,0.4709","0.3983,0.4240",353.26901000000004,505.200989,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
593.332725450779_5.7907268992248,3.3171146477997016,-2.22461121398954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
466.329301117644_8.63670399385561,6.0798501338302815,-0.4202131541445695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
419.315425932405_6.58060125195617,2.9380553330719192,-1.3487970145419084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
424.30526012324_5.21902581155977,3.2527826394378856,-0.8629423888400041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
356.216504616406_3.2765922982885,2.2243962849914745,-2.5261182101443254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
511.23330538234_4.69569843881856,3.393294152194233,0.0637188641354598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
419.24277159352_8.07235430107526,2.705910262042256,-0.7651242526247941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
335.235375370139_5.20870379818594,1.6926699246704295,-0.4708062918856584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
358.281549908856_5.52250605239385,1.9132361974060248,-1.0611521514132465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
506.277245487235_4.55875149253731,2.07584052937624,-1.4170104773714982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
344.279918124197_8.2741836419753,2.5448575581848343,0.6527662364766158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
361.236347941598_7.03291274733637,1.85985046284792,-0.5288121016695939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
453.318648082169_8.02398090839106,1.2645493115722848,1.5481427771970786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
413.26429637144_4.61505426457789,1.4905505742370802,0.2427993504330672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
390.271363553743_5.9957987003058,1.5471363629638866,-0.4702340872958146,390.271363553743,359.747922018348,12.332721942999381,3527.0,M+H,5130290,1.0,Spectral Match to 12-Ketodeoxycholic acid from NIST14,Isolated,Data deposited by fevargas,0.0,spectra/specs_ms.pklbin3527,,,qTof,Positive,LC-ESI,391.284,lib-00024.mgf,Bronze,3.0,0.849642,2.5737799999999997,0.00100708,1.0,GNPS-NIST14-MATCHES,Data from Joshua Wollam,391.284,,372.039,14.0,CC(CCC(=O)O)C1CCC2C1(C(=O)CC3C2CCC4C3(CCC(C4)O)C)C,0.0,391.285,specs_ms.pklbin,CCMSLIB00003135123,249211.0,UPDATE-SINGLE-ANNOTATED-BRONZE, ,specs_ms.pklbin,,,1.0126364462569768,12.291077981651995,3527.0,"gnps_motif_56.m2m,motif_388,motif_519,motif_420","0.1835,0.2100,0.2691,0.1773","1.0000,0.9322,0.6597,0.3542",391.285,372.039001,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
387.321486083139_6.38481871069182,1.8446631993591505,-1.2923678668215717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
591.316297550116_4.14951418166237,4.681801732951374,0.467419931106285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
401.210296746205_5.39391202185792,2.485704001361104,-1.2146851332858049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
518.321675459665_7.43199317315026,3.0437121953308304,0.4587686745450057,518.321675459665,445.9195903890156,3.1315904618612658,5920.0,M+Na,,1.0,Spectral Match to 1-Hexadecanoyl-sn-glycero-3-phosphocholine from NIST14,Isolated,Data deposited by amelnik,0.0,spectra/specs_ms.pklbin5920,,,Q-TOF,Positive,ESI,518.321,lib-00024.mgf,Bronze,3.0,0.846659,2.00184,0.0010375999999999999,1.0,GNPS-NIST14-MATCHES,Data from PDorrestein,518.321,,442.788,6.0,,0.0,518.322,specs_ms.pklbin,CCMSLIB00003136158,254620.0,UPDATE-SINGLE-ANNOTATED-BRONZE, ,specs_ms.pklbin,,,-0.0006754596649898303,-3.131590389015571,5920.0,motif_276,0.4986,0.4950,518.3220200000001,442.787994,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
441.314703094883_7.73700305770886,2.4124570454895213,-0.8527697833254777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
443.313810645801_8.65612421686747,1.652803477221699,-0.5229026587679826,443.313810645801,519.3674530120481,8.94477749876599,4913.0,M+H,545460,1.0,Spectral Match to Uvaol from NIST14,Isolated,Data deposited by pmallard,0.0,spectra/specs_ms.pklbin4913,,,Q-TOF,Positive,ESI,443.39,lib-00024.mgf,Bronze,3.0,0.602697,13.5591,0.00601196,1.0,GNPS-NIST14-MATCHES,Data from Wolfender/Litaudon,443.39,,510.423,6.0,,0.0,443.384,specs_ms.pklbin,CCMSLIB00003138107,7514.28,UPDATE-SINGLE-ANNOTATED-BRONZE, ,specs_ms.pklbin,,,0.07618935419895934,-8.944453012048143,4913.0,motif_423,0.3572,0.3710,443.384,510.423004,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
327.225211758758_4.85407032232704,1.829675730639668,-2.7249168666079484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
304.284585642902_6.24745589383294,2.132071551257344,-1.0877126963808976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
488.311090733059_8.6470654481132,2.2676001157104686,0.02254230659456624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
421.330706901384_8.61676516587677,1.836429175311299,-0.6653377326205216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
447.271123805543_4.31595757220921,1.61423164265749,-0.4011256011202775,447.271123805543,258.9574543325526,3.909289297936022,4981.0,M+H,28608755,1.0,Spectral Match to Orientin from NIST14,Isolated,Data deposited by TJLing,0.0,spectra/specs_ms.pklbin4981,,,IT/ion trap,Positive,ESI or APCI,449.105,lib-00024.mgf,Bronze,3.0,0.553284,494.283,0.221985,1.0,GNPS-NIST14-MATCHES,Data from Tie-Jun Ling,449.105,,255.505,4.0,,0.0,449.327,specs_ms.pklbin,CCMSLIB00003134827,10285.8,UPDATE-SINGLE-ANNOTATED-BRONZE, ,specs_ms.pklbin,,,1.833876194456991,-3.452454332552577,4981.0,"motif_449,gnps_motif_56.m2m","0.1031,0.1086","0.8447,1.0000",449.327,255.50500499999998,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
504.340970556842_7.82115189481825,1.9169631566345409,-0.4418894561007463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
400.280741565063_6.91625266821345,1.6100354756653026,-1.1734973700716935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
596.255697845809_5.13883038698329,3.944073256427021,-4.51578848678617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
594.240069216252_4.937034371909,1.7087455357849315,-3.977239540405556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
498.288131652298_5.06000025839793,2.440108832293721,-3.0076417239382707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
597.361694749223_5.95840153664302,3.1732709969818313,-2.5772356303408586,597.361694749223,357.5040921985812,7.1593677193524385,6682.0,M+H, ,1.0,Tryptophan Conjugated Muricholic Acid,Lysate,Vargas,0.0,spectra/specs_ms.pklbin6682, , ,qTof,Positive,LC-ESI,595.374,lib-00010.mgf,Bronze,3.0,0.680823,3.58805,0.00213623,1.0,GNPS-LIBRARY,Wolefsky,595.374, ,364.38199999999995,8.0, ,0.0,595.372,specs_ms.pklbin,CCMSLIB00004679228,48907.4,UPDATE-SINGLE-ANNOTATED-BRONZE, ,specs_ms.pklbin,,,-1.9876947492230101,6.877907801418758,6682.0,"motif_474,motif_400,motif_418","0.1008,0.1090,0.1916","0.8798,0.4685,0.4005",595.3720099999999,364.38198900000003,,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
416.314891895507_6.78195254803675,1.7548914517700391,-0.7801574977114641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
586.335227590335_7.42324372037914,1.505868967944355,1.7507932720706023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
455.295974978708_7.38284159056317,3.2911115254699905,1.083676525764183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
332.189285052099_4.10593174980205,2.0811400975525096,-1.889430692978188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
457.264684752076_3.25882898148147,1.6448250378906444,-1.7765111239626847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
450.321810995628_5.96501514441842,2.5454588498413284,-2.1205629618838278,450.321810995628,357.9009086651052,1.7829088495548224,4987.0,M+H,360656,1.0,Spectral Match to Glycodeoxycholic acid from NIST14,Isolated,Data deposited by rsilva,0.0,spectra/specs_ms.pklbin4987,,,QqQ,Positive,ESI,450.32099999999997,lib-00024.mgf,Bronze,3.0,0.8350989999999999,2.16859,0.0009765619999999999,1.0,GNPS-NIST14-MATCHES,Data from Rob Knight,450.32099999999997,,356.11800000000005,12.0,,0.0,450.32199999999995,specs_ms.pklbin,CCMSLIB00003136511,93395.8,UPDATE-SINGLE-ANNOTATED-BRONZE, ,specs_ms.pklbin,,,-0.0008109956280577535,-1.7829086651051398,4987.0,"motif_469,gnps_motif_56.m2m","0.1092,0.3180","0.5875,1.0000",450.32199,356.11801099999997,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
313.236789788417_5.50834340996168,1.3186851109802442,0.2312000481411971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
315.252574215508_6.1864355324074,1.294687327319355,4.909676381759362,315.252574215508,371.186131944444,3.0821319738542043,493.0,M+H,,1.0,NCGC00381425-01!8-hydroxy-8-(3-octyloxiran-2-yl)octanoic acid,isolated,lfnothias,314.246,spectra/specs_ms.pklbin493,"InChI=1S/C18H34O4/c1-2-3-4-5-6-10-13-16-18(22-16)15(19)12-9-7-8-11-14-17(20)21/h15-16,18-19H,2-14H2,1H3,(H,20,21)",,Maxis II HD Q-TOF Bruker,positive,LC-ESI,315.253,lib-00000.mgf,Gold,1.0,0.671871,0.0,0.0,1.0,GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE,Jadhav/Dorrestein,315.253,,368.10400000000004,8.0,CCCCCCCCC1OC1C(O)CCCCCCC(O)=O,0.0,315.253,specs_ms.pklbin,CCMSLIB00000846581,243098.0,UPDATE-SINGLE-ANNOTATED-GOLD, ,specs_ms.pklbin,,,0.0004257844919948184,-3.0821319444439723,493.0,"motif_338,gnps_motif_56.m2m","0.5204,0.2301","0.4612,1.0000",315.25299,368.10400400000003,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
440.277330424452_6.83188451834862,3.5105395879089536,1.7974221048876797,440.277330424452,409.9130711009172,4.6626600874010435,4847.0,M+H-H2O,508021,1.0,Spectral Match to Oleanolic acid from NIST14,Isolated,Data deposited by aaksenov,0.0,spectra/specs_ms.pklbin4847,,,Q-TOF,Positive,ESI,439.35699999999997,lib-00024.mgf,Bronze,3.0,0.819469,0.0,0.0,1.0,GNPS-NIST14-MATCHES,Data from Karin,439.35699999999997,,414.48400000000004,8.0,,0.0,439.35699999999997,specs_ms.pklbin,CCMSLIB00003136060,135386.0,UPDATE-SINGLE-ANNOTATED-BRONZE, ,specs_ms.pklbin,,,-0.9203304244520041,4.570928899082844,4847.0,"euphorbia_motif_350.m2m,euphorbia_motif_18.m2m","0.2085,0.3877","0.7137,0.4932",439.35699000000005,414.48400899999996,,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
381.261316452044_6.39230570881226,2.0481486882507522,-0.23391168434171306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
516.298845509699_5.00417789943227,3.745028790408345,-4.607585838623328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
498.345869593671_7.44633257055683,3.1569414700805867,0.14342827480287926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
308.265911300452_6.91674047619047,2.0474243726074413,-3.784007004089638,308.265911300452,415.0044285714282,4.060488404471297,412.0,M+H,1191419,1.0,Spectral Match to Linolenic acid ethyl ester from NIST14,Isolated,Data deposited by amelnik,0.0,spectra/specs_ms.pklbin412,,,HCD,Positive,ESI,307.262,lib-00024.mgf,Bronze,3.0,0.9329629999999999,6.55519,0.00201416,1.0,GNPS-NIST14-MATCHES,Data from Rob Knight ,307.262,,411.07,8.0,,0.0,307.264,specs_ms.pklbin,CCMSLIB00003134536,91208.2,UPDATE-SINGLE-ANNOTATED-BRONZE, ,specs_ms.pklbin,,,-1.003911300451989,-3.9344285714282137,412.0,,,,307.26401,411.070007,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
365.265832248644_7.69157569124423,0.5547476376831249,2.027708181552605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
415.211824665206_6.85018063165905,1.4895845021545604,0.9989745108410872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
512.87501628156_8.81043606168446,2.0977035130798534,-3.181021145172401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
452.27742718466_6.78567894736842,1.7969790067016795,0.7789554087445296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
355.262121931435_5.50127034372501,4.028141793185444,-0.34292822200803386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
455.334940473523_8.60334101654845,3.1886096562683304,0.8518437234684981,455.334940473523,516.200460992907,12.66847247920008,5048.0,M+H,,1.0,"NCGC00347643-02_C30H46O3_(5xi,9xi,13xi,18xi,19beta)-3-Oxolup-20(29)-en-28-oic acid",isolated,lfnothias,454.345,spectra/specs_ms.pklbin5048,"InChI=1S/C30H46O3/c1-18(2)19-10-15-30(25(32)33)17-16-28(6)20(24(19)30)8-9-22-27(5)13-12-23(31)26(3,4)21(27)11-14-29(22,28)7/h19-22,24H,1,8-17H2,2-7H3,(H,32,33)/t19-,20?,21?,22?,24?,27+,28-,29-,30+/m1/s1",,Maxis II HD Q-TOF Bruker,positive,LC-ESI,455.352,lib-00000.mgf,Gold,1.0,0.603975,2.14463,0.0009765619999999999,1.0,GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE,Jadhav/Dorrestein,455.352,,503.532,6.0,CC(=C)[C@H]1CC[C@@]2(CC[C@]3(C)C(CCC4[C@@]5(C)CCC(=O)C(C)(C)C5CC[C@@]34C)C12)C(O)=O,0.0,455.351,specs_ms.pklbin,CCMSLIB00000853799,2117.87,UPDATE-SINGLE-ANNOTATED-GOLD, ,specs_ms.pklbin,,,0.0170595264769986,-12.668460992907,5048.0,"gnps_motif_38.m2m,motif_478","0.1246,0.8560","1.0000,0.4024",455.35101,503.532013,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
300.289737822799_8.87459317269076,3.1631115044891547,1.3296444503590619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
512.236486026644_4.72577129186603,2.0204945172607616,0.003536054305747882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
393.291605876558_6.3227773115773,2.5397859181701854,-0.5810481818392716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
387.25121337336_4.33110187793427,1.7355895604431346,-0.7678274424746476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
596.350741250671_4.21013283333333,3.4581094350158885,-0.20931594688443766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
308.221655933965_4.24651679135494,1.7620063390075875,-1.0959421904757465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
